date,Union,FDP,GRUENE,LINKE,SPD,PIRATEN,AfD,firm,date_from,sample_size
2018-09-26,27,9,15,10,16,NA,18,GMS,2018-09-20,1005
2018-09-27,28,8,17,10,17,NA,16,FG Wahlen,2018-09-25,1260
2018-09-28,28,9,17,10,16,NA,15,Forsa,2018-09-24,2501
2018-10-01,26.7,8.6,15.7,10.4,16.8,NA,16.8,Civey,2018-09-24,11904
2018-10-01,26,10,14.5,11.5,16,NA,18.5,INSA YouGov,2018-09-28,2041
2018-10-02,27,9,16,10,17,NA,16,Emnid,2018-09-27,1515
2018-10-05,28,9,18,10,16,NA,14,Forsa,2018-10-01,2002
2018-10-08,26,10,15,11,16,NA,18,INSA YouGov,2018-10-05,2054
2018-10-10,26,9,17,11,17,NA,15,Emnid,2018-10-04,1899
2018-10-10,27,10,16,10,15,NA,18,GMS,2018-10-04,1007
2018-10-10,26,10,17,10,15,NA,16,Infratest dimap,2018-10-08,1508
2018-10-11,29,8.5,15,9,19,NA,15,Allensbach,2018-09-29,1259
2018-10-12,28,9,19,9,16,NA,14,Forsa,2018-10-08,2504
2018-10-15,26.5,9.5,17,10.5,15,NA,18,INSA YouGov,2018-10-12,2061
2018-10-17,25,10,19,10,15,NA,15,Emnid,2018-10-11,1609
2018-10-17,25,11,19,9,14,NA,16,Infratest dimap,2018-10-16,1004
2018-10-18,27,8,20,10,14,NA,16,FG Wahlen,2018-10-16,1117
2018-10-19,27,9,21,9,14,NA,15,Forsa,2018-10-15,2502
2018-10-22,26,9,19,10.5,15,NA,17,INSA YouGov,2018-10-19,2061
2018-10-24,24,10,20,10,15,NA,16,Emnid,2018-10-18,1905
2018-10-26,26,9,21,10,14,NA,14,Forsa,2018-10-22,2509
2018-10-29,25,9.5,20,11,14,NA,16.5,INSA YouGov,2018-10-26,2052
2018-10-31,25,9,21,10,14,NA,15,Emnid,2018-10-25,1815
2018-11-02,27,9,24,9,13,NA,13,Forsa,2018-10-29,2502
2018-11-04,25,10,21,10,14,NA,16,YouGov,2018-10-28,1542
2018-11-05,28.6,9.6,19.4,9.3,15.4,NA,13,Civey,2018-10-29,10005
2018-11-05,24.5,10,19,11,13.5,NA,16.5,INSA YouGov,2018-11-02,3138
2018-11-07,25,8,22,9,15,NA,15,Emnid,2018-11-05,1518
2018-11-08,27,9,22,9,14,NA,14,FG Wahlen,2018-11-06,1200
2018-11-09,27,9,23,9,14,NA,13,Forsa,2018-11-05,2504
2018-11-12,25.5,9,20,10,14,NA,16.5,INSA,2018-11-09,2070
2018-11-14,26,8,21,9,15,NA,15,Emnid,2018-11-08,1987
2018-11-14,26,8,23,9,14,NA,14,Infratest dimap,2018-11-12,1506
2018-11-15,28,9.5,19,9,17,NA,13.5,Allensbach,2018-11-02,1242
2018-11-16,28,9,23,9,14,NA,12,Forsa,2018-11-12,2503
2018-11-19,25.5,9.5,20,10,14.5,NA,15.5,INSA YouGov,2018-11-16,2047
2018-11-21,26,9,21,9,15,NA,15,Emnid,2018-11-15,2361
2018-11-22,27,8,22,9,14,NA,16,FG Wahlen,2018-11-20,1336
2018-11-23,27,9,23,8,14,NA,14,Forsa,2018-11-19,2507
2018-11-26,27.5,8.5,19,10,14,NA,16,INSA YouGov,2018-11-23,2062
2018-11-27,27,9,21,10,15,NA,14,YouGov,2018-11-23,2065
2018-11-28,28,9,19,9,15,NA,15,Emnid,2018-11-22,1531
2018-11-28,28,9,21,8,14,NA,15,Infratest dimap,2018-11-27,1052
2018-11-30,27,9,22,8,14,NA,14,Forsa,2018-11-26,2505
2018-12-03,26.5,9.5,19.9,9.4,15,NA,15.9,Civey,2018-11-24,10041
2018-12-03,27.5,9.5,18,11,13.5,NA,16,INSA YouGov,2018-11-30,2069
2018-12-05,29,9,19,9,15,NA,14,Emnid,2018-11-29,2469
2018-12-05,30,8,20,8,14,NA,14,Infratest dimap,2018-12-03,1502
2018-12-06,29,8,22,8,14,NA,13,Forsa,2018-12-03,2006
2018-12-09,32,8,19,8,14,NA,13,Forsa,2018-12-07,1506
2018-12-10,29,10,17,10,15,NA,15,INSA YouGov,2018-12-08,2047
2018-12-12,29,8.5,19,9,16.5,NA,14,Allensbach,2018-12-01,1295
2018-12-12,30,8,20,8,15,NA,14,Emnid,2018-12-06,1997
2018-12-12,30,9,19,9,14,NA,15,GMS,2018-12-06,1005
2018-12-12,31,8,20,8,15,NA,13,Infratest dimap,2018-12-11,1048
2018-12-13,30,7,19,9,15,NA,15,FG Wahlen,2018-12-11,1268
2018-12-14,32,8,19,8,15,NA,12,Forsa,2018-12-10,2507
2018-12-17,29,9.5,18,9.5,15,NA,15,INSA YouGov,2018-12-14,2077
2018-12-19,29,9,19,9,15,NA,14,Emnid,2018-12-13,1889
2018-12-21,31,8,20,8,14,NA,13,Forsa,2018-12-17,2504
2018-12-21,29,9,19,9,14,NA,15,INSA YouGov,2018-12-20,1029
2018-12-27,30,8,18,10,16,NA,14,YouGov,2018-12-21,1665
2019-01-03,29,10,18,10,15,NA,14,INSA YouGov,2019-01-02,1026
2019-01-04,32,8,19,9,15,NA,12,Forsa,2019-01-02,1503
2019-01-07,30,10,17,10,15,NA,15,INSA YouGov,2019-01-05,2056
2019-01-08,28.6,8.8,18.1,8.6,15.5,NA,16,Civey,2019-09-01,NA
2019-01-09,31,8,18,9,15,NA,14,Emnid,2019-01-03,1964
2019-01-09,29,9,20,9,15,NA,14,Infratest dimap,2019-01-07,1505
2019-01-10,29,8,21,9,14,NA,14,FG Wahlen,2019-01-08,1267
2019-01-11,32,9,19,8,15,NA,12,Forsa,2019-01-07,2504
2019-01-14,29,9.5,18,10.5,14.5,NA,14.5,INSA YouGov,2019-01-11,2028
2019-01-16,30,8,18,9,15,NA,14,Emnid,2019-01-10,1448
2019-01-17,31.5,8.5,18,8.5,16.5,NA,13,Allensbach,2019-01-05,1249
2019-01-18,32,9,19,8,15,NA,12,Forsa,2019-01-14,2503
2019-01-21,31,9.5,19.5,9.5,13.5,NA,13,INSA YouGov,2019-01-18,2044
2019-01-23,29,9,19,9,16,NA,14,Emnid,2019-01-17,2017
2019-01-23,31,10,19,9,14,NA,13,GMS,2019-01-16,1003
2019-01-23,28,9,20,8,15,NA,15,Infratest dimap,2019-01-22,1051
2019-01-24,31,8,20,9,14,NA,13,FG Wahlen,2019-01-22,1285
2019-01-25,32,9,20,9,14,NA,11,Forsa,2019-01-21,2501
2019-01-28,30,9,18,10,15,NA,14,INSA YouGov,2019-01-25,2056
2019-01-29,32,8,18,9,15,NA,14,YouGov,2019-01-25,1578
2019-01-30,29,10,18,8,16,NA,15,Emnid,2019-01-24,1434
2019-02-01,32,9,19,8,15,NA,12,Forsa,2019-01-28,2501
2019-02-04,30,8.5,18.5,10.5,14.5,NA,14,INSA YouGov,2019-02-01,2034
2019-02-06,30,9,17,9,17,NA,13,Emnid,2019-01-31,1900
2019-02-07,30,8,20,9,16,NA,12,FG Wahlen,2019-02-05,1350
2019-02-08,31,10,19,8,15,NA,12,Forsa,2019-02-04,2500
2019-02-11,29.5,8.5,18.5,10.5,15.5,NA,14,INSA YouGov,2019-02-08,2051
2019-02-13,30,8,18.5,8,18,NA,13.5,Allensbach,2019-02-01,1222
2019-02-13,30,8,15,10,19,NA,13,Emnid,2019-02-07,1891
2019-02-13,29,9,19,8,17,NA,13,Infratest dimap,2019-02-11,1503
2019-02-15,29,10,21,6,17,NA,12,Forsa,2019-02-11,2501
2019-02-18,30,9,15,9.5,18,NA,14,INSA YouGov,2019-02-15,2046
2019-02-20,29,9,16,9,19,NA,13,Emnid,2019-02-14,1511
2019-02-20,30,8,18,8,18,NA,12,Infratest dimap,2019-02-19,1029
2019-02-21,31,7,20,9,15,NA,13,FG Wahlen,2019-02-19,1226
2019-02-22,30,9,20,7,16,NA,12,Forsa,2019-02-18,2501
2019-02-25,29.5,9.5,15.5,9,18,NA,14,INSA YouGov,2019-02-22,2048
2019-02-26,30,9,17,9,18,NA,13,YouGov,2019-02-22,1620
2019-02-27,29,8,16,10,18,NA,14,Emnid,2019-02-21,1420
2019-02-27,31,9,18,9,16,NA,14,GMS,2019-02-21,1005
2019-03-01,30,9,20,8,16,NA,11,Forsa,2019-02-25,2502
2019-03-01,29,10,15.5,10,17,NA,14.5,INSA YouGov,2019-02-27,4000
2019-03-06,31,8,16,9,17,NA,14,Emnid,2019-02-28,1906
2019-03-08,31,9,19,8,15,NA,12,Forsa,2019-03-04,2501
2019-03-11,30.5,10,17.5,9,15,NA,14.5,INSA YouGov,2019-03-08,2005
2019-03-13,31,8,17,9,16,NA,13,Emnid,2019-03-07,1904
2019-03-13,29,8,19,9,17,NA,13,Infratest dimap,2019-03-11,1508
2019-03-14,31,8,19,8,16,NA,12,FG Wahlen,2019-03-12,1290
2019-03-15,31,10,19,7,15,NA,12,Forsa,2019-03-11,2505
2019-03-18,29.5,9,17.5,9,16,NA,14.5,INSA YouGov,2019-03-15,2030
2019-03-20,31,8,17,8,17,NA,14,Emnid,2019-03-14,1518
2019-03-20,29,9,19,8,18,NA,12,Infratest dimap,2019-03-19,1041
2019-03-21,30,8.5,19,8.5,18,NA,12,Allensbach,2019-03-07,1198
2019-03-23,30,9,20,8,16,NA,11,Forsa,2019-03-18,2501
2019-03-25,30.5,9,17.5,9,15.5,NA,13.5,INSA YouGov,2019-03-22,2012
2019-03-26,30,9,17,9,18,NA,12,YouGov,2010-03-22,1633
2019-03-27,30,9,17,9,16,NA,13,Emnid,2019-03-21,2361
2019-03-27,30,9,19,9,15,NA,13,FG Wahlen,2019-03-25,1325
2019-03-29,28,10,20,8,16,NA,12,Forsa,2019-03-25,2504
2019-04-01,29.5,10,17.5,8.5,16.5,NA,13.5,INSA YouGov,2019-03-28,4000
2019-04-03,31,8,18,9,17,NA,12,Emnid,2019-03-28,2335
2019-04-03,30,10,18,9,15,NA,13,GMS,2019-03-28,1003
2019-04-03,29,9,20,8,17,NA,12,Infratest dimap,2019-04-01,1503
2019-04-05,29,10,20,8,16,NA,12,Forsa,2019-04-01,2501
2019-04-08,29,10,19,8.5,15.5,NA,14,INSA YouGov,2019-04-05,2040
2019-04-10,30,9,17,9,17,NA,12,Emnid,2019-04-04,2559
2019-04-11,28,8,20,9,17,NA,13,FG Wahlen,2019-04-09,1282
2019-04-12,30,9,18,8,18.5,NA,12.5,Allensbach,2019-04-01,1305
2019-04-12,29,10,19,8,16,NA,12,Forsa,2019-04-08,2501
2019-04-15,30.5,9,18,9,15.5,NA,14,INSA YouGov,2019-04-12,2013
2019-04-16,29,8,21,8,16,NA,13,Infratest dimap,2019-04-15,1051
2019-04-17,28,8,19,9,18,NA,13,Emnid,2019-04-11,2709
2019-04-18,28,9,19,8,17,NA,13,Forsa,2019-04-15,2004
2019-04-21,30,10,17,10,16,NA,14,INSA YouGov,2019-03-18,1005
2019-04-24,28,9,18,10,17,NA,13,Emnid,2019-04-18,1433
2019-04-26,27,8,20,9,17,NA,13,Forsa,2019-04-23,2009
2019-04-29,29.1,9.3,18.2,8.7,16.4,NA,13.3,Civey,2019-04-22,NA
2019-04-29,28,10,19,9,16,NA,14,INSA YouGov,2019-04-26,2005
2019-04-29,29,9,17,9,18,NA,13,YouGov,2019-04-26,1642
2019-04-30,28,9,19,9,17,NA,13,Emnid,2019-04-25,1903
2019-04-30,28,8,20,9,18,NA,12,Infratest dimap,2019-04-29,1505
2019-05-03,29,8,20,9,15,NA,13,Forsa,2019-04-29,2002
2019-05-06,28.5,9,20,8.5,16,NA,14,INSA YouGov,2019-05-03,2089
2019-05-08,29,9,19,9,16,NA,13,Emnid,2019-05-02,2393
2019-05-08,29,8,19,9,17,NA,13,GMS,2019-05-02,1006
2019-05-09,30,7,20,8,16,NA,14,FG Wahlen,2019-05-07,1357
2019-05-10,30,8,20,8,15,NA,13,Forsa,2019-05-06,2502
2019-05-13,28.5,9.5,19,9,16,NA,14,INSA YouGov,2019-05-10,2044
2019-05-15,29,9,18,9,16,NA,13,Emnid,2019-05-09,1975
2019-05-16,30,9,17,8.5,17.5,NA,13,Allensbach,2019-05-03,1283
2019-05-17,29,8,19,9,16,NA,13,Forsa,2019-05-13,2503
2019-05-20,28,10,18.5,9,15.5,NA,14,INSA YouGov,2019-05-17,2074
2019-05-21,29,8,18,9,18,NA,12,YouGov,2019-05-17,1609
2019-05-22,29,9,17,9,17,NA,13,Emnid,2019-05-16,1895
2019-05-24,28,8,18,8,17,NA,13,Forsa,2019-05-20,2500
2019-05-27,27.5,9.5,19,9,15.5,NA,13.5,INSA YouGov,2019-05-24,2039
2019-05-28,28,8,20,8,16,NA,13,Emnid,2019-05-23,1413
2019-05-31,26,8,27,7,12,NA,11,Forsa,2019-05-27,2001
2019-06-03,26,8,25,8,14,NA,13,INSA YouGov,2019-06-03,1000
2019-06-05,27,8,27,7,12,NA,12,Emnid,2019-05-29,1903
2019-06-05,27,7,26,7,13,NA,13,FG Wahlen,2019-06-03,1297
2019-06-05,25,8,26,7,12,NA,13,Infratest dimap,2019-06-03,1500
2019-06-07,24,8,27,8,12,NA,12,Forsa,2019-06-03,2501
2019-06-10,24,9,26.5,7.5,13,NA,13.5,INSA YouGov,2019-06-07,2074
2019-06-11,28.3,9.2,23.8,7.6,13.9,NA,10.7,Civey,2019-06-04,NA
2019-06-12,29,8,25,8,12,NA,12,Allensbach,2019-06-01,1273
2019-06-12,25,8,27,8,12,NA,13,Emnid,2019-06-06,2377
2019-06-14,24,9,27,8,11,NA,13,Forsa,2019-06-11,2001
2019-06-17,25,9,25,9,13,NA,13.5,INSA YouGov,2019-06-14,2060
2019-06-18,27,7,25,8,12,NA,14,Emnid,2019-06-13,1910
2019-06-19,27,7,26,7,14,NA,13,FG Wahlen,2019-06-17,1291
2019-06-21,24,8,27,8,12,NA,13,Forsa,2019-06-17,2500
2019-06-24,26,8,26,8,13,NA,13,GMS,2019-06-18,1004
2019-06-24,25.5,8.5,25.5,9,12.5,NA,13.5,INSA YouGov,2019-06-21,2078
2019-06-26,26,8,25,8,13,NA,14,Emnid,2019-06-21,1906
2019-06-26,26,9,25,7,13,NA,12,Infratest dimap,2019-06-24,1051
2019-06-28,26,8,26,8,12,NA,12,Forsa,2019-06-24,2501
2019-07-01,27,8,24,8,13,NA,14,INSA YouGov,2019-06-28,2053
2019-07-02,26,7,25,8,13,NA,13,YouGov,2019-06-28,1644
2019-07-03,26,7,24,9,13,NA,14,Emnid,2019-06-27,2389
2019-07-03,25,8,26,8,13,NA,13,Infratest dimap,2019-07-01,1506
2019-07-05,26,8,26,8,12,NA,12,Forsa,2019-07-01,2501
2019-07-08,27,8,24,8.5,13.5,NA,14,INSA YouGov,2019-07-05,2069
2019-07-10,26,8,24,9,15,NA,13,Emnid,2019-07-04,2377
2019-07-11,29.5,7,23,8.5,14.5,NA,11.5,Allensbach,2019-07-01,1228
2019-07-12,26,7,25,8,13,NA,13,Forsa,2019-07-08,2500
2019-07-15,26,9,23,9,14,NA,14,INSA YouGov,2019-07-12,2043
2019-07-17,27,9,22,9,14,NA,13,Emnid,2019-07-11,1908
2019-07-18,28,8,25,8,13,NA,12,FG Wahlen,2019-07-16,1290
2019-07-19,27,8,24,8,13,NA,12,Forsa,2019-07-15,2500
2019-07-22,28,8,25,8,13,NA,12,GMS,2019-07-17,1002
2019-07-22,28.5,8,22.5,8,12.5,NA,14.5,INSA YouGov,2019-07-19,2081
2019-07-24,26,9,23,8,14,NA,13,Emnid,2019-07-18,1520
2019-07-24,26,9,26,8,13,NA,12,Infratest dimap,2019-07-22,1046
2019-07-26,27,9,24,7,13,NA,13,Forsa,2019-07-22,2502
2019-07-29,27,9,24.5,8,12.5,NA,14.5,INSA YouGov,2019-07-26,2036
2019-07-29,26,8,24,8,13,NA,14,YouGov,2019-07-26,1594
2019-07-31,26,9,23,8,13,NA,14,Emnid,2019-07-25,1419
2019-07-31,26,8,26,7,12,NA,14,Infratest dimap,2019-07-29,1503
2019-08-02,27,9,23,8,13,NA,13,Forsa,2019-07-29,2501
2019-08-05,27.5,9,23.5,9,11.5,NA,15,INSA YouGov,2019-08-02,2049
2019-08-07,26,9,22,9,14,NA,14,Emnid,2019-08-01,2388
2019-08-08,28,7,25,7,13,NA,13,FG Wahlen,2019-08-06,1307
2019-08-09,26,8,25,8,12,NA,13,Forsa,2019-08-05,2503
2019-08-11,27.5,9,23.5,8,12,NA,14.5,INSA YouGov,2019-08-09,2060
2019-08-14,27,8,22,9,14,NA,14,Emnid,2019-08-08,1897
2019-08-15,29.5,7,24,8,13.5,NA,12.5,Allensbach,2019-08-02,1262
2019-08-16,25,9,24,8,13,NA,13,Forsa,2019-08-12,2501
2019-08-19,26.5,9,24.5,8,13,NA,14.5,INSA YouGov,2019-08-16,2056
2019-08-21,27,8,23,8,15,NA,14,Emnid,2019-08-15,1555
2019-08-21,26,7,25,7,14,NA,14,Infratest dimap,2019-08-19,1063
2019-08-23,26,9,23,8,14,NA,13,Forsa,2019-08-19,2504
2019-08-26,26,8,24,8,13,NA,15,INSA YouGov,2019-08-23,2058
2019-08-28,29,7,22,7,15,NA,14,Emnid,2019-08-22,1434
2019-08-30,27,9,23,7,15,NA,12,Forsa,2019-08-26,2501
2019-09-02,26,8.5,23.5,7,14.5,NA,15,INSA YouGov,2019-08-30,2017
2019-09-04,29,7,21,8,16,NA,14,Emnid,2019-08-29,1884
2019-09-04,28,6,24,7,15,NA,13,FG Wahlen,2019-09-02,1270
2019-09-04,27,7,23,7,14,NA,15,Infratest dimap,2019-09-03,1514
2019-09-06,27,8,23,6,15,NA,13,Forsa,2019-09-02,2503
2019-09-09,27,8,22,7.5,13.5,NA,15.5,INSA YouGov,2019-09-06,2033
2019-09-10,27,6,22,8,15,NA,14,YouGov,2019-09-06,1632
2019-09-11,28,8,21,7,16,NA,15,Emnid,2019-09-05,2835
2019-09-12,29,7,22,8,15,NA,14,Allensbach,2019-09-01,1255
2019-09-12,27,7,23,8,16,NA,12,GMS,2019-09-06,1005
2019-09-13,27,8,22,7,15,NA,14,Forsa,2019-09-09,2503
2019-09-16,26.5,7.5,22.5,7.5,13.5,NA,16,INSA YouGov,2019-09-13,2053
2019-09-18,29,8,21,8,15,NA,14,Emnid,2019-09-12,1639
2019-09-18,27,8,23,8,14,NA,14,Infratest dimap,2019-09-17,1067
2019-09-20,27,8,22,7,15,NA,13,Forsa,2019-09-16,2500
2019-09-23,26,8,22,8,14,NA,16,INSA YouGov,2019-09-20,2052
2019-09-25,27,7,21,8,16,NA,15,Emnid,2019-09-19,1719
2019-09-26,27,6,27,7,13,NA,14,FG Wahlen,2019-09-24,1325
2019-09-27,27,9,23,7,13,NA,13,Forsa,2019-09-23,2505
2019-09-30,26.5,8,22,8,13,NA,16,INSA YouGov,2019-09-27,2058
2019-10-01,27,8,21,8,15,NA,15,Emnid,2019-09-26,1449
2019-10-01,26,8,22,8,13,NA,15,YouGov,2019-09-27,1573
2019-10-04,28,8,22,7,14,NA,13,Forsa,2019-09-30,2505
2019-10-07,27,8.5,21,9,14,NA,16,GMS,2019-10-01,1002
2019-10-07,27,8.5,21,9,13,NA,16,INSA YouGov,2019-10-04,2059
2019-10-09,28,7,21,8,14,NA,15,Emnid,2019-10-02,1916
2019-10-09,28,7,24,8,13,NA,14,Infratest dimap,2019-10-07,1504
2019-10-10,29.5,6.5,23.5,7,16,NA,13,Allensbach,2019-09-27,1238
2019-10-11,27,8,23,8,14,NA,12,Forsa,2019-10-07,2500
2019-10-14,28,7.5,21.5,8,14,NA,15,INSA YouGov,2019-10-11,2052
2019-10-16,29,7,20,9,15,NA,13,Emnid,2019-10-10,1444
2019-10-16,28,7,22,8,14,NA,14,Infratest dimap,2019-10-14,1062
2019-10-17,29,6,24,8,14,NA,13,FG Wahlen,2019-10-14,1226
2019-10-18,27,8,22,8,14,NA,13,Forsa,2019-10-14,2501
2019-10-21,27,7.5,22.5,9,13.5,NA,15,INSA YouGov,2019-10-18,2041
2019-10-23,29,8,20,9,15,NA,14,Emnid,2019-10-17,1441
2019-10-25,29,8,20,8,14,NA,13,Forsa,2019-10-21,2501
2019-10-28,26,7.5,23,9,13.5,NA,15.5,INSA YouGov,2019-10-25,2042
2019-10-30,27,9,18,9,16,NA,15,Emnid,2019-10-24,1920
2019-11-01,28,8,20,10,13,NA,13,Forsa,2019-10-28,2502
2019-11-04,25.5,8,21,10,13.5,NA,16,INSA YouGov,2019-11-01,2047
2019-11-05,27,7,22,10,13,NA,14,YouGov,2019-10-31,1583
2019-11-06,26,10,18,10,16,NA,14,Emnid,2019-10-30,1431
2019-11-06,26,8,22,9,14,NA,14,Infratest dimap,2019-11-04,1507
2019-11-07,27,7,22,10,14,NA,14,FG Wahlen,2019-11-05,1264
2019-11-08,26,9,21,10,13,NA,13,Forsa,2019-11-04,2501
2019-11-11,25.5,8,20.5,9.5,15.5,NA,15,INSA YouGov,2019-11-08,2096
2019-11-13,29.5,7.5,21.5,8,14,NA,14.5,Allensbach,2019-11-02,1298
2019-11-13,27,8,18,10,17,NA,14,Emnid,2019-11-07,1525
2019-11-13,25,7,22,9,15,NA,14,Infratest dimap,2019-11-12,1046
2019-11-14,27.7,8.7,20.5,9.6,14.3,NA,13.1,Civey,2019-11-04,NA
2019-11-15,26,9,19,10,15,NA,13,Forsa,2019-11-11,2501
2019-11-18,25,8.5,21,10,15.5,NA,15,INSA YouGov,2019-11-15,4115
2019-11-20,28,9,20,9,15,NA,13,Emnid,2019-11-13,1905
2019-11-22,26,9,21,9,14,NA,13,Forsa,2019-11-13,2501
2019-11-25,26.5,8.5,22,9.5,14.5,NA,14,INSA YouGov,2019-11-22,2069
2019-11-26,26,7,22,10,13,NA,15,YouGov,2019-11-22,1648
2019-11-27,28,8,20,9,15,NA,14,Emnid,2019-11-20,1910
2019-11-28,27,7,23,10,13,NA,14,FG Wahlen,2019-11-26,1340
2019-11-29,27,8,22,8,14,NA,13,Forsa,2019-11-25,2500
2019-12-02,27,9,21,8,14,NA,15,GMS,2019-11-27,1004
2019-12-02,26.5,8.5,21.5,9,13.5,NA,15,INSA YouGov,2019-11-29,2060
2019-12-04,28,9,20,8,16,NA,13,Emnid,2019-11-28,1876
2019-12-04,25,9,23,8,13,NA,15,Infratest dimap,2019-12-02,1507
2019-12-06,28,9,22,8,11,NA,14,Forsa,2019-12-02,2502
2019-12-09,28,8.5,20.5,8.5,14,NA,15,INSA YouGov,2019-12-06,2052
2019-12-11,28.5,7,21,8.5,15,NA,15,Allensbach,2019-12-01,1270
2019-12-11,28,9,20,9,16,NA,13,Emnid,2019-12-05,1978
2019-12-11,27,8,21,8,14,NA,15,Infratest dimap,2019-12-10,1038
2019-12-12,27,8,23,9,13,NA,14,FG Wahlen,2019-12-10,1366
2019-12-13,28,8,22,9,12,NA,13,Forsa,2019-12-09,2502
2019-12-16,27,8.5,21,9.5,13,NA,15,INSA YouGov,2019-12-13,2020
2019-12-17,27,7,21,10,13,NA,15,YouGov,2019-12-13,1586
2019-12-18,27,9,20,9,15,NA,14,Emnid,2019-12-12,1899
2019-12-20,28,8,22,8,13,NA,13,Forsa,2019-12-16,2501
2019-12-23,28,10,21,8,13,NA,15,INSA YouGov,2019-12-20,2034
2020-01-02,28,9,21,8,13,NA,14,GMS,2019-12-27,1005
2020-01-06,29,9,21.5,8.5,13,NA,14,INSA YouGov,2020-01-03,2048
2020-01-08,27,9,23,8,13,NA,14,Infratest dimap,2020-01-07,1506
2020-01-08,27,9,21,9,14,NA,14,Kantar Emnid,2019-12-19,1829
2020-01-10,28,9,22,8,12,NA,13,Forsa,2020-01-06,2503
2020-01-13,27,9.5,21,9,12.5,NA,15,INSA YouGov,2020-01-10,2040
2020-01-15,26,9,21,9,15,NA,14,Kantar Emnid,2020-01-09,2009
2020-01-15,27,7,23,9,14,NA,14,FG Wahlen,2020-01-13,1282
2020-01-17,28,8,22,9,13,NA,13,Forsa,2020-01-13,2504
2020-01-21,27.5,8.5,21,9.5,13,NA,15,INSA,2020-01-17,2122
2020-01-22,28.5,8,23.5,8,14,NA,13,Allensbach,2020-01-09,1273
2020-01-22,26,9,21,10,14,NA,15,Kantar Emnid,2020-01-16,2100
2020-01-22,26,8,24,8,14,NA,14,Infratest dimap,2020-01-21,1043
2020-01-24,28,9,23,9,12,NA,12,Forsa,2020-01-20,2507
2020-01-27,27,9,20.5,8.5,14,NA,15,INSA,2020-01-24,2081
2020-01-29,27,8,21,9,15,NA,14,Kantar Emnid,2020-01-23,1442
2020-01-31,28,9,23,9,12,NA,11,Forsa,2020-01-27,2504
2020-02-03,28,9,22,8,13,NA,14,INSA YouGov,2020-01-31,2059
2020-02-05,27,8,22,9,14,NA,14,Infratest dimap,2020-02-03,1503
2020-02-05,28,8,20,9,15,NA,15,Kantar Emnid,2020-01-30,1889
2020-02-06,27,6,22,10,14,NA,14,FG Wahlen,2020-02-04,1067
2020-02-07,28,8,23,9,14,NA,10,Forsa,2020-02-03,2504
2020-02-10,27.5,8,22,10,12.5,NA,14,INSA YouGov,2020-02-07,2086
2020-02-12,27.5,8,23,9.5,14.5,NA,13,Allensbach ,2020-02-01,1262
2020-02-12,28,6,20,10,15,NA,15,Kantar Emnid,2020-02-06,1886
2020-02-13,26,7,22,9,16,NA,14,Infratest dimap,2020-02-11,1007
2020-02-14,27,6,24,10,14,NA,11,Forsa,2020-02-10,2502
2020-02-17,26.5,7.5,20.5,9.5,14.5,NA,15,INSA YouGov,2020-02-14,2065
2020-02-19,27,7,20,10,15,NA,14,Kantar Emnid,2020-02-13,1417
2020-02-21,27,7,24,10,14,NA,10,Forsa,2020-02-17,2504
2020-02-24,26.5,7,22,10.5,14.5,NA,13,INSA YouGov,2020-02-21,2033
2020-02-27,25,6,22,10,16,NA,14,Kantar Emnid,2020-02-20,1509
2020-02-28,27,5,24,10,16,NA,10,Forsa,2020-02-24,2505
2020-03-02,27,6,21,10,15,NA,14,YouGov,2020-02-28,1632
2020-03-02,26.5,6,23,10,16,NA,13.5,INSA YouGov,2020-02-28,2061
2020-03-04,24,7,22,9,17,NA,14,Kantar Emnid,2020-02-27,1423
2020-03-04,27,6,23,9,16,NA,12,Infratest dimap,2020-03-02,1502
2020-03-05,26,6,23,8,16,NA,14,FG Wahlen,2020-03-03,1276
2020-03-06,26,6,24,10,15,NA,11,Forsa,2020-03-02,2503
2020-03-09,26.5,6.5,22,9.5,15.5,NA,14,INSA YouGov,2020-03-06,2050
2020-03-11,26,7,21,8,17,NA,14, Kantar Emnid,2020-03-04,1414
2020-03-13,29,6,22,10,14,NA,11,Forsa,2020-03-09,2503
2020-03-16,28.5,6.5,23,9.5,14.5,NA,13,INSA YouGov,2020-03-13,2049
2020-03-18,29,7,23,8,16.5,NA,11.5,Allensbach,2020-03-05,1219
2020-03-18,28,7,21,9,16,NA,13,Kantar Emnid,2020-03-12,1603
2020-03-18,30,7,23,9,14,NA,10,Infratest dimap,2020-03-17,1035
2020-03-20,32,7,20,9,15,NA,9,Forsa,2020-03-16,2504
2020-03-23,33.5,6.5,20,7,15,NA,12,INSA YouGov,2020-03-20,2070
2020-03-25,32,6,19,9,18,NA,11,Kantar Emnid,2020-03-18,1441
2020-03-25,36,6,17,8,16,NA,9,Forsa,2020-03-23,1502
2020-03-26,33,6,22,8,15,NA,10,FG Wahlen,2020-03-23,1473
2020-03-30,35,6.5,18,7.5,15,NA,12,INSA YouGov,2020-03-27,2061
2020-04-01,33,6,18,9,18,NA,11,Kantar Emnid,2020-03-25,1426
2020-04-01,34,5,22,7,16,NA,10,Infratest dimap,2020-03-30,1502
2020-04-03,34,6,18,9,16,NA,12,YouGov,2020-03-27,1615
2020-04-03,37,6,16,8,17,NA,9,Forsa,2020-03-30,2506
2020-04-06,38,5.5,18,7,16,NA,10,INSA YouGov,2020-04-03,2062
